Data type,Profession,Year,Age group,Sex,Indigenous status,State or territory,Geospatial type,Geospatial name,Geospatial code,Job classification,Job type,Measure,Data
Geospatial,Psychiatrists,2023,,,,Vic,PHN,Western Victoria,206,,,Number of Practitioners,93
Geospatial,Psychiatrists,2023,,,,Vic,PHN,Western Victoria,206,,,"Number of Practitioners per 100,000 population",13
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane North,301,,,FTE Clinical,234
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane North,301,,,FTE Total,278
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane North,301,,,Mean of Hours Clinical,31
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane North,301,,,Mean of Hours Total,37
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane North,301,,,Number of Practitioners,296
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane North,301,,,"Number of Practitioners per 100,000 population",27
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane South,302,,,FTE Clinical,176
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane South,302,,,FTE Total,211
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane South,302,,,Mean of Hours Clinical,32
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane South,302,,,Mean of Hours Total,38
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane South,302,,,Number of Practitioners,219
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Brisbane South,302,,,"Number of Practitioners per 100,000 population",17
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Gold Coast,303,,,FTE Clinical,100
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Gold Coast,303,,,FTE Total,113
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Gold Coast,303,,,Mean of Hours Clinical,34
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Gold Coast,303,,,Mean of Hours Total,39
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Gold Coast,303,,,Number of Practitioners,116
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Gold Coast,303,,,"Number of Practitioners per 100,000 population",17
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Darling Downs and West Moreton,304,,,FTE Clinical,61
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Darling Downs and West Moreton,304,,,FTE Total,70
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Darling Downs and West Moreton,304,,,Mean of Hours Clinical,32
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Darling Downs and West Moreton,304,,,Mean of Hours Total,37
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Darling Downs and West Moreton,304,,,Number of Practitioners,75
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Darling Downs and West Moreton,304,,,"Number of Practitioners per 100,000 population",12
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Western Queensland,305,,,FTE Clinical,3
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Western Queensland,305,,,FTE Total,4
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Western Queensland,305,,,Mean of Hours Clinical,38
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Western Queensland,305,,,Mean of Hours Total,42
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Western Queensland,305,,,Number of Practitioners,4
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Western Queensland,305,,,"Number of Practitioners per 100,000 population",6
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Central Queensland,306,,,FTE Clinical,79
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Central Queensland,306,,,FTE Total,89
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Central Queensland,306,,,Mean of Hours Clinical,34
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Central Queensland,306,,,Mean of Hours Total,38
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Central Queensland,306,,,Number of Practitioners,93
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Central Queensland,306,,,"Number of Practitioners per 100,000 population",10
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Northern Queensland,307,,,FTE Clinical,79
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Northern Queensland,307,,,FTE Total,92
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Northern Queensland,307,,,Mean of Hours Clinical,34
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Northern Queensland,307,,,Mean of Hours Total,40
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Northern Queensland,307,,,Number of Practitioners,93
Geospatial,Psychiatrists,2023,,,,Qld,PHN,Northern Queensland,307,,,"Number of Practitioners per 100,000 population",12
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth North,501,,,FTE Clinical,207
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth North,501,,,FTE Total,245
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth North,501,,,Mean of Hours Clinical,31
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth North,501,,,Mean of Hours Total,37
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth North,501,,,Number of Practitioners,260
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth North,501,,,"Number of Practitioners per 100,000 population",22
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth South,502,,,FTE Clinical,84
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth South,502,,,FTE Total,99
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth South,502,,,Mean of Hours Clinical,32
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth South,502,,,Mean of Hours Total,38
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth South,502,,,Number of Practitioners,104
Geospatial,Psychiatrists,2023,,,,WA,PHN,Perth South,502,,,"Number of Practitioners per 100,000 population",9
Geospatial,Psychiatrists,2023,,,,WA,PHN,Country WA,503,,,FTE Clinical,34
Geospatial,Psychiatrists,2023,,,,WA,PHN,Country WA,503,,,FTE Total,39
Geospatial,Psychiatrists,2023,,,,WA,PHN,Country WA,503,,,Mean of Hours Clinical,34
Geospatial,Psychiatrists,2023,,,,WA,PHN,Country WA,503,,,Mean of Hours Total,39
Geospatial,Psychiatrists,2023,,,,WA,PHN,Country WA,503,,,Number of Practitioners,40
Geospatial,Psychiatrists,2023,,,,WA,PHN,Country WA,503,,,"Number of Practitioners per 100,000 population",7
Geospatial,Psychiatrists,2023,,,,SA,PHN,Adelaide,401,,,FTE Clinical,231
Geospatial,Psychiatrists,2023,,,,SA,PHN,Adelaide,401,,,FTE Total,302
Geospatial,Psychiatrists,2023,,,,SA,PHN,Adelaide,401,,,Mean of Hours Clinical,30
Geospatial,Psychiatrists,2023,,,,SA,PHN,Adelaide,401,,,Mean of Hours Total,39
Geospatial,Psychiatrists,2023,,,,SA,PHN,Adelaide,401,,,Number of Practitioners,303
Geospatial,Psychiatrists,2023,,,,SA,PHN,Adelaide,401,,,"Number of Practitioners per 100,000 population",23
Geospatial,Psychiatrists,2023,,,,SA,PHN,Country SA,402,,,FTE Clinical,8
Geospatial,Psychiatrists,2023,,,,SA,PHN,Country SA,402,,,FTE Total,10
Geospatial,Psychiatrists,2023,,,,SA,PHN,Country SA,402,,,Mean of Hours Clinical,35
Geospatial,Psychiatrists,2023,,,,SA,PHN,Country SA,402,,,Mean of Hours Total,40
Geospatial,Psychiatrists,2023,,,,SA,PHN,Country SA,402,,,Number of Practitioners,10
Geospatial,Psychiatrists,2023,,,,SA,PHN,Country SA,402,,,"Number of Practitioners per 100,000 population",1
Geospatial,Psychiatrists,2023,,,,Tas,PHN,Tasmania,601,,,FTE Clinical,69
Geospatial,Psychiatrists,2023,,,,Tas,PHN,Tasmania,601,,,FTE Total,85
Geospatial,Psychiatrists,2023,,,,Tas,PHN,Tasmania,601,,,Mean of Hours Clinical,28
Geospatial,Psychiatrists,2023,,,,Tas,PHN,Tasmania,601,,,Mean of Hours Total,34
Geospatial,Psychiatrists,2023,,,,Tas,PHN,Tasmania,601,,,Number of Practitioners,99
Geospatial,Psychiatrists,2023,,,,Tas,PHN,Tasmania,601,,,"Number of Practitioners per 100,000 population",17
Geospatial,Psychiatrists,2023,,,,ACT,PHN,Australian Capital Territory,801,,,FTE Clinical,62
Geospatial,Psychiatrists,2023,,,,ACT,PHN,Australian Capital Territory,801,,,FTE Total,73
Geospatial,Psychiatrists,2023,,,,ACT,PHN,Australian Capital Territory,801,,,Mean of Hours Clinical,32
Geospatial,Psychiatrists,2023,,,,ACT,PHN,Australian Capital Territory,801,,,Mean of Hours Total,38
Geospatial,Psychiatrists,2023,,,,ACT,PHN,Australian Capital Territory,801,,,Number of Practitioners,77
Geospatial,Psychiatrists,2023,,,,ACT,PHN,Australian Capital Territory,801,,,"Number of Practitioners per 100,000 population",16
Geospatial,Psychiatrists,2023,,,,NT,PHN,Northern Territory,701,,,FTE Clinical,25
Geospatial,Psychiatrists,2023,,,,NT,PHN,Northern Territory,701,,,FTE Total,30
Geospatial,Psychiatrists,2023,,,,NT,PHN,Northern Territory,701,,,Mean of Hours Clinical,34
Geospatial,Psychiatrists,2023,,,,NT,PHN,Northern Territory,701,,,Mean of Hours Total,40
Geospatial,Psychiatrists,2023,,,,NT,PHN,Northern Territory,701,,,Number of Practitioners,30
Geospatial,Psychiatrists,2023,,,,NT,PHN,Northern Territory,701,,,"Number of Practitioners per 100,000 population",11
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Central and Eastern Sydney,101,,,FTE Clinical,1425
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Central and Eastern Sydney,101,,,FTE Total,1549
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Central and Eastern Sydney,101,,,Mean of Hours Clinical,34
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Central and Eastern Sydney,101,,,Mean of Hours Total,37
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Central and Eastern Sydney,101,,,Number of Practitioners,1572
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Central and Eastern Sydney,101,,,"Number of Practitioners per 100,000 population",101
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Northern Sydney,102,,,FTE Clinical,731
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Northern Sydney,102,,,FTE Total,804
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Northern Sydney,102,,,Mean of Hours Clinical,34
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Northern Sydney,102,,,Mean of Hours Total,37
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Northern Sydney,102,,,Number of Practitioners,817
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Northern Sydney,102,,,"Number of Practitioners per 100,000 population",88
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western Sydney,103,,,FTE Clinical,738
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western Sydney,103,,,FTE Total,796
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western Sydney,103,,,Mean of Hours Clinical,35
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western Sydney,103,,,Mean of Hours Total,38
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western Sydney,103,,,Number of Practitioners,797
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western Sydney,103,,,"Number of Practitioners per 100,000 population",73
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Nepean Blue Mountains,104,,,FTE Clinical,301
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Nepean Blue Mountains,104,,,FTE Total,324
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Nepean Blue Mountains,104,,,Mean of Hours Clinical,34
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Nepean Blue Mountains,104,,,Mean of Hours Total,36
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Nepean Blue Mountains,104,,,Number of Practitioners,334
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Nepean Blue Mountains,104,,,"Number of Practitioners per 100,000 population",86
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Western Sydney,105,,,FTE Clinical,555
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Western Sydney,105,,,FTE Total,601
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Western Sydney,105,,,Mean of Hours Clinical,35
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Western Sydney,105,,,Mean of Hours Total,38
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Western Sydney,105,,,Number of Practitioners,594
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Western Sydney,105,,,"Number of Practitioners per 100,000 population",55
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Eastern NSW,106,,,FTE Clinical,447
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Eastern NSW,106,,,FTE Total,492
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Eastern NSW,106,,,Mean of Hours Clinical,33
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Eastern NSW,106,,,Mean of Hours Total,36
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Eastern NSW,106,,,Number of Practitioners,515
Geospatial,Mental health nurses,2022,,,,NSW,PHN,South Eastern NSW,106,,,"Number of Practitioners per 100,000 population",79
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western NSW,107,,,FTE Clinical,349
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western NSW,107,,,FTE Total,381
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western NSW,107,,,Mean of Hours Clinical,35
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western NSW,107,,,Mean of Hours Total,38
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western NSW,107,,,Number of Practitioners,376
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Western NSW,107,,,"Number of Practitioners per 100,000 population",120
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Hunter New England and Central Coast,108,,,FTE Clinical,1113
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Hunter New England and Central Coast,108,,,FTE Total,1192
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Hunter New England and Central Coast,108,,,Mean of Hours Clinical,33
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Hunter New England and Central Coast,108,,,Mean of Hours Total,35
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Hunter New England and Central Coast,108,,,Number of Practitioners,1265
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Hunter New England and Central Coast,108,,,"Number of Practitioners per 100,000 population",95
Geospatial,Mental health nurses,2022,,,,NSW,PHN,North Coast,109,,,FTE Clinical,428
Geospatial,Mental health nurses,2022,,,,NSW,PHN,North Coast,109,,,FTE Total,475
Geospatial,Mental health nurses,2022,,,,NSW,PHN,North Coast,109,,,Mean of Hours Clinical,32
Geospatial,Mental health nurses,2022,,,,NSW,PHN,North Coast,109,,,Mean of Hours Total,36
Geospatial,Mental health nurses,2022,,,,NSW,PHN,North Coast,109,,,Number of Practitioners,499
Geospatial,Mental health nurses,2022,,,,NSW,PHN,North Coast,109,,,"Number of Practitioners per 100,000 population",91
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Murrumbidgee,110,,,FTE Clinical,148
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Murrumbidgee,110,,,FTE Total,161
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Murrumbidgee,110,,,Mean of Hours Clinical,34
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Murrumbidgee,110,,,Mean of Hours Total,37
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Murrumbidgee,110,,,Number of Practitioners,163
Geospatial,Mental health nurses,2022,,,,NSW,PHN,Murrumbidgee,110,,,"Number of Practitioners per 100,000 population",65
Geospatial,Mental health nurses,2022,,,,Vic,PHN,North Western Melbourne,201,,,FTE Clinical,2146
Geospatial,Mental health nurses,2022,,,,Vic,PHN,North Western Melbourne,201,,,FTE Total,2376
Geospatial,Mental health nurses,2022,,,,Vic,PHN,North Western Melbourne,201,,,Mean of Hours Clinical,33
Geospatial,Mental health nurses,2022,,,,Vic,PHN,North Western Melbourne,201,,,Mean of Hours Total,37
Geospatial,Mental health nurses,2022,,,,Vic,PHN,North Western Melbourne,201,,,Number of Practitioners,2428
Geospatial,Mental health nurses,2022,,,,Vic,PHN,North Western Melbourne,201,,,"Number of Practitioners per 100,000 population",128
Geospatial,Mental health nurses,2022,,,,Vic,PHN,Eastern Melbourne,202,,,FTE Clinical,1395
Geospatial,Mental health nurses,2022,,,,Vic,PHN,Eastern Melbourne,202,,,FTE Total,1509
Geospatial,Mental health nurses,2022,,,,Vic,PHN,Eastern Melbourne,202,,,Mean of Hours Clinical,32
Geospatial,Mental health nurses,2022,,,,Vic,PHN,Eastern Melbourne,202,,,Mean of Hours Total,35
Geospatial,Mental health nurses,2022,,,,Vic,PHN,Eastern Melbourne,202,,,Number of Practitioners,1614
Geospatial,Mental health nurses,2022,,,,Vic,PHN,Eastern Melbourne,202,,,"Number of Practitioners per 100,000 population",104
Geospatial,Mental health nurses,2022,,,,Vic,PHN,South Eastern Melbourne,203,,,FTE Clinical,1123
Geospatial,Mental health nurses,2022,,,,Vic,PHN,South Eastern Melbourne,203,,,FTE Total,1231
Geospatial,Mental health nurses,2022,,,,Vic,PHN,South Eastern Melbourne,203,,,Mean of Hours Clinical,32
Geospatial,Mental health nurses,2022,,,,Vic,PHN,South Eastern Melbourne,203,,,Mean of Hours Total,36
Geospatial,Mental health nurses,2022,,,,Vic,PHN,South Eastern Melbourne,203,,,Number of Practitioners,1298
Geospatial,Mental health nurses,2022,,,,Vic,PHN,South Eastern Melbourne,203,,,"Number of Practitioners per 100,000 population",80
